Unit Id,Institution name,"Type of cost,  residency, and student housing",2021,2020,2019,2018,2017
168591,Alma College,On-campus out-of-state,59176,57672,55820,54270,52475
168591,Alma College,       Out-of-state  tuition and fees,43872,42622,41398,40258,38768
168591,Alma College,       On-campus room and board,12138,11790,11384,10998,10642
168591,Alma College,       On-campus other expenses,2316,2410,2238,2214,2265
168591,Alma College,       Books and supplies,850,850,800,800,800
168607,Alpena Community College,On-campus out-of-state,17070,16860,16350,16140,15430
168607,Alpena Community College,       Out-of-state  tuition and fees,7320,7110,7050,6840,6630
168607,Alpena Community College,       On-campus room and board,7150,7150,6700,6700,6200
168607,Alpena Community College,       On-campus other expenses,1600,1600,1600,1600,1600
168607,Alpena Community College,       Books and supplies,1000,1000,1000,1000,1000
168740,Andrews University,On-campus out-of-state,42950,42748,41658,40566,39714
168740,Andrews University,       Out-of-state  tuition and fees,31782,31008,30158,29288,28436
168740,Andrews University,       On-campus room and board,8968,9540,9300,9078,9078
168740,Andrews University,       On-campus other expenses,1100,1100,1100,1100,1100
168740,Andrews University,       Books and supplies,1100,1100,1100,1100,1100
168786,Aquinas College,On-campus out-of-state,49200,47728,46164,44588,42952
168786,Aquinas College,       Out-of-state  tuition and fees,36134,35086,33854,32574,31244
168786,Aquinas College,       On-campus room and board,10264,9876,9598,9332,9070
168786,Aquinas College,       On-campus other expenses,1842,1818,1782,1762,1734
168786,Aquinas College,       Books and supplies,960,948,930,920,904
168847,Baker College,On-campus out-of-state,24620,24200,21620,22335,22530
168847,Baker College,       Out-of-state  tuition and fees,12420,12100,9920,11135,10530
168847,Baker College,       On-campus room and board,6400,6300,5900,5400,5400
168847,Baker College,       On-campus other expenses,4800,4800,4800,4800,4800
168847,Baker College,       Books and supplies,1000,1000,1000,1000,1800
168883,Bay de Noc Community College,On-campus out-of-state,22680,22350,21830,21758,20516
168883,Bay de Noc Community College,       Out-of-state  tuition and fees,10380,10050,9630,9258,8958
168883,Bay de Noc Community College,       On-campus room and board,7500,7500,7400,7400,6508
168883,Bay de Noc Community College,       On-campus other expenses,3300,3300,3300,3300,3250
168883,Bay de Noc Community College,       Books and supplies,1500,1500,1500,1800,1800
169080,Calvin University,On-campus out-of-state,52840,52606,50900,48900,46790
169080,Calvin University,       Out-of-state  tuition and fees,38240,37806,36300,34600,33100
169080,Calvin University,       On-campus room and board,10800,10800,10600,10400,9990
169080,Calvin University,       On-campus other expenses,2500,2700,2700,2700,2600
169080,Calvin University,       Books and supplies,1300,1300,1300,1200,1100
169187,Carnegie Institute,On-campus out-of-state,14887,14587,14255,13910,13530
169187,Carnegie Institute,       Out-of-state  tuition and fees,14702,14402,14070,13670,13290
169187,Carnegie Institute,       On-campus room and board,0,0,0,0,0
169187,Carnegie Institute,       On-campus other expenses,0,0,0,0,0
169187,Carnegie Institute,       Books and supplies,185,185,185,240,240
169248,Central Michigan University,On-campus out-of-state,26370,26416,25368,36049,35236
169248,Central Michigan University,       Out-of-state  tuition and fees,13200,12960,12960,24120,23670
169248,Central Michigan University,       On-campus room and board,10920,10676,10328,10076,9736
169248,Central Michigan University,       On-campus other expenses,1250,1780,1080,853,830
169248,Central Michigan University,       Books and supplies,1000,1000,1000,1000,1000
169275,Mott Community College,On-campus out-of-state,8157,8049,8026,8010,7974
169275,Mott Community College,       Out-of-state  tuition and fees,7091,7021,6998,6982,6968
169275,Mott Community College,       On-campus room and board,0,0,0,0,0
169275,Mott Community College,       On-campus other expenses,0,0,0,0,0
169275,Mott Community College,       Books and supplies,1066,1028,1028,1028,1006
169327,Cleary University,On-campus out-of-state,37464,39480,37380,35230,33284
169327,Cleary University,       Out-of-state  tuition and fees,22230,22380,20880,20230,19700
169327,Cleary University,       On-campus room and board,12600,12600,12000,10500,9600
169327,Cleary University,       On-campus other expenses,1230,3096,3096,3096,2580
169327,Cleary University,       Books and supplies,1404,1404,1404,1404,1404
169363,Concordia University Ann Arbor,On-campus out-of-state,48038,46840,45635,44150,42640
169363,Concordia University Ann Arbor,       Out-of-state  tuition and fees,31830,31060,30205,29290,28420
169363,Concordia University Ann Arbor,       On-campus room and board,11408,11130,10830,10310,9820
169363,Concordia University Ann Arbor,       On-campus other expenses,2900,2800,2800,2800,2800
169363,Concordia University Ann Arbor,       Books and supplies,1900,1850,1800,1750,1600
169442,College for Creative Studies,On-campus out-of-state,60847,60179,58409,59610,57810
169442,College for Creative Studies,       Out-of-state  tuition and fees,47585,47585,45815,44110,42460
169442,College for Creative Studies,       On-campus room and board,8350,7750,7750,8800,8650
169442,College for Creative Studies,       On-campus other expenses,3012,2944,2944,3700,3700
169442,College for Creative Studies,       Books and supplies,1900,1900,1900,3000,3000
169479,Davenport University,On-campus out-of-state,35888,34406,33180,31564,30682
169479,Davenport University,       Out-of-state  tuition and fees,20964,20260,19338,18414,17558
169479,Davenport University,       On-campus room and board,10268,10268,10068,9928,9902
169479,Davenport University,       On-campus other expenses,3648,2870,2870,2318,2318
169479,Davenport University,       Books and supplies,1008,1008,904,904,904
169521,Delta College,On-campus out-of-state,9170,13940,13850,13248,12678
169521,Delta College,       Out-of-state  tuition and fees,7100,11900,11810,11480,10910
169521,Delta College,       On-campus room and board,0,0,0,0,0
169521,Delta College,       On-campus other expenses,0,0,0,0,0
169521,Delta College,       Books and supplies,2070,2040,2040,1768,1768
169576,Detroit Business Institute-Downriver,On-campus out-of-state,,,,,
169576,Detroit Business Institute-Downriver,       Out-of-state  tuition and fees,,,,,
169576,Detroit Business Institute-Downriver,       On-campus room and board,,,,,
169576,Detroit Business Institute-Downriver,       On-campus other expenses,,,,,
169576,Detroit Business Institute-Downriver,       Books and supplies,,,,,
169655,MIAT College of Technology,On-campus out-of-state,15499,13824,13824,13933,14173
169655,MIAT College of Technology,       Out-of-state  tuition and fees,14513,12838,12838,12833,12833
169655,MIAT College of Technology,       On-campus room and board,0,0,0,0,0
169655,MIAT College of Technology,       On-campus other expenses,0,0,0,0,0
169655,MIAT College of Technology,       Books and supplies,986,986,986,1100,1340
169716,University of Detroit Mercy,On-campus out-of-state,44322,43688,42648,41226,57378
169716,University of Detroit Mercy,       Out-of-state  tuition and fees,30154,29562,28840,28000,41158
169716,University of Detroit Mercy,       On-campus room and board,10240,10240,9990,9736,9452
169716,University of Detroit Mercy,       On-campus other expenses,2666,2630,2578,2260,5518
169716,University of Detroit Mercy,       Books and supplies,1262,1256,1240,1230,1250
169761,Dorsey College,On-campus out-of-state,31680,31080,21100,20772,20472
169761,Dorsey College,       Out-of-state  tuition and fees,31680,31080,21100,20772,20472
169761,Dorsey College,       On-campus room and board,0,0,0,0,0
169761,Dorsey College,       On-campus other expenses,0,0,0,0,0
169761,Dorsey College,       Books and supplies,0,0,0,0,0
169798,Eastern Michigan University,On-campus out-of-state,30610,27620,26691,26196,42488
169798,Eastern Michigan University,       Out-of-state  tuition and fees,15700,13700,13233,12508,29200
169798,Eastern Michigan University,       On-campus room and board,11704,10696,10370,10248,9854
169798,Eastern Michigan University,       On-campus other expenses,2206,2224,2088,2440,2434
169798,Eastern Michigan University,       Books and supplies,1000,1000,1000,1000,1000
169910,Ferris State University,On-campus out-of-state,25970,25263,23651,23556,23556
169910,Ferris State University,       Out-of-state  tuition and fees,12740,12376,12068,12150,11628
169910,Ferris State University,       On-campus room and board,10340,10036,10042,9894,9894
169910,Ferris State University,       On-campus other expenses,2062,2035,682,672,1120
169910,Ferris State University,       Books and supplies,828,816,859,840,914
169974,Glen Oaks Community College,On-campus out-of-state,19264,18802,18358,18062,17412
169974,Glen Oaks Community College,       Out-of-state  tuition and fees,6408,6192,6048,5880,5712
169974,Glen Oaks Community College,       On-campus room and board,9430,9236,9000,9000,8600
169974,Glen Oaks Community College,       On-campus other expenses,1434,1412,1386,1332,1300
169974,Glen Oaks Community College,       Books and supplies,1992,1962,1924,1850,1800
169983,Kettering University,On-campus out-of-state,58080,58080,58080,60427,59227
169983,Kettering University,       Out-of-state  tuition and fees,44380,44380,44380,43490,42490
169983,Kettering University,       On-campus room and board,8400,8400,8400,8240,8040
169983,Kettering University,       On-campus other expenses,4200,4200,4200,7497,7497
169983,Kettering University,       Books and supplies,1100,1100,1100,1200,1200
169992,Gogebic Community College,On-campus out-of-state,17998,17807,18552,17473,17492
169992,Gogebic Community College,       Out-of-state  tuition and fees,7898,7707,7552,7373,7188
169992,Gogebic Community College,       On-campus room and board,5600,5600,6500,5600,5804
169992,Gogebic Community College,       On-campus other expenses,3500,3500,3500,3500,3500
169992,Gogebic Community College,       Books and supplies,1000,1000,1000,1000,1000
170000,Grace Christian University,On-campus out-of-state,25832,25160,25082,24255,21779
170000,Grace Christian University,       Out-of-state  tuition and fees,14400,14160,14350,13945,11569
170000,Grace Christian University,       On-campus room and board,8660,8300,8100,7700,7600
170000,Grace Christian University,       On-campus other expenses,2172,2100,2032,2010,2010
170000,Grace Christian University,       Books and supplies,600,600,600,600,600
170037,Cornerstone University,On-campus out-of-state,41010,39580,38150,36772,40542
170037,Cornerstone University,       Out-of-state  tuition and fees,27040,26250,25360,24500,27520
170037,Cornerstone University,       On-campus room and board,10310,9960,9630,9300,9030
170037,Cornerstone University,       On-campus other expenses,2860,2570,2360,2172,2992
170037,Cornerstone University,       Books and supplies,800,800,800,800,1000
170055,Grand Rapids Community College,On-campus out-of-state,12362,12332,12282,12084,11046
170055,Grand Rapids Community College,       Out-of-state  tuition and fees,11589,11589,11409,11174,10081
170055,Grand Rapids Community College,       On-campus room and board,0,0,0,0,0
170055,Grand Rapids Community College,       On-campus other expenses,0,0,0,0,0
170055,Grand Rapids Community College,       Books and supplies,773,743,873,910,965
170082,Grand Valley State University,On-campus out-of-state,31956,31356,30476,30226,29314
170082,Grand Valley State University,       Out-of-state  tuition and fees,19296,18844,18296,17762,17064
170082,Grand Valley State University,       On-campus room and board,9880,9732,9400,9364,9150
170082,Grand Valley State University,       On-campus other expenses,2040,2040,2040,2400,2400
170082,Grand Valley State University,       Books and supplies,740,740,740,700,700
170091,Great Lakes Christian College,On-campus out-of-state,27555,27555,27742,27742,25772
170091,Great Lakes Christian College,       Out-of-state  tuition and fees,17220,17220,17220,17220,15550
170091,Great Lakes Christian College,       On-campus room and board,8600,8600,8800,8800,8500
170091,Great Lakes Christian College,       On-campus other expenses,735,735,722,722,722
170091,Great Lakes Christian College,       Books and supplies,1000,1000,1000,1000,1000
170240,Henry Ford College,On-campus out-of-state,8800,8524,8500,8260,7958
170240,Henry Ford College,       Out-of-state  tuition and fees,7192,6940,6940,6748,6470
170240,Henry Ford College,       On-campus room and board,0,0,0,0,0
170240,Henry Ford College,       On-campus other expenses,0,0,0,0,0
170240,Henry Ford College,       Books and supplies,1608,1584,1560,1512,1488
170301,Hope College,On-campus out-of-state,50820,50360,48680,47000,45410
170301,Hope College,       Out-of-state  tuition and fees,36650,36650,35330,34010,32780
170301,Hope College,       On-campus room and board,11400,10940,10630,10310,10000
170301,Hope College,       On-campus other expenses,1770,1770,1740,1730,1700
170301,Hope College,       Books and supplies,1000,1000,980,950,930
170444,Jackson College,On-campus out-of-state,24802,26945,26640,24361,23328
170444,Jackson College,       Out-of-state  tuition and fees,11190,11933,11728,11187,10624
170444,Jackson College,       On-campus room and board,10000,10000,9900,8300,7960
170444,Jackson College,       On-campus other expenses,3212,3212,3212,3124,3016
170444,Jackson College,       Books and supplies,400,1800,1800,1750,1728
170532,Kalamazoo College,On-campus out-of-state,68832,66172,63808,61531,59267
170532,Kalamazoo College,       Out-of-state  tuition and fees,54522,52434,50562,48666,46840
170532,Kalamazoo College,       On-campus room and board,10932,10530,10134,9756,9390
170532,Kalamazoo College,       On-campus other expenses,2553,2383,2287,2284,2212
170532,Kalamazoo College,       Books and supplies,825,825,825,825,825
170541,Kalamazoo Valley Community College,On-campus out-of-state,10302,9970,9662,9446,9291
170541,Kalamazoo Valley Community College,       Out-of-state  tuition and fees,8502,8170,7862,7646,7491
170541,Kalamazoo Valley Community College,       On-campus room and board,0,0,0,0,0
170541,Kalamazoo Valley Community College,       On-campus other expenses,0,0,0,0,0
170541,Kalamazoo Valley Community College,       Books and supplies,1800,1800,1800,1800,1800
170550,Kellogg Community College,On-campus out-of-state,11520,11649,11153,10550,10550
170550,Kellogg Community College,       Out-of-state  tuition and fees,9450,9579,9083,8480,8480
170550,Kellogg Community College,       On-campus room and board,0,0,0,0,0
170550,Kellogg Community College,       On-campus other expenses,0,0,0,0,0
170550,Kellogg Community College,       Books and supplies,2070,2070,2070,2070,2070
170587,Kirtland Community College,On-campus out-of-state,10080,9930,9930,9630,9630
170587,Kirtland Community College,       Out-of-state  tuition and fees,8580,8430,8430,8130,8130
170587,Kirtland Community College,       On-campus room and board,0,0,0,0,0
170587,Kirtland Community College,       On-campus other expenses,0,0,0,0,0
170587,Kirtland Community College,       Books and supplies,1500,1500,1500,1500,1500
170620,Lake Michigan College,On-campus out-of-state,20280,20033,20033,19725,19305
170620,Lake Michigan College,       Out-of-state  tuition and fees,6900,6653,6653,6345,6105
170620,Lake Michigan College,       On-campus room and board,9980,9980,9980,9980,10000
170620,Lake Michigan College,       On-campus other expenses,1600,1600,1600,1600,1400
170620,Lake Michigan College,       Books and supplies,1800,1800,1800,1800,1800
170639,Lake Superior State University,On-campus out-of-state,27666,26266,25535,24477,23721
170639,Lake Superior State University,       Out-of-state  tuition and fees,13200,12744,12255,11895,11427
170639,Lake Superior State University,       On-campus room and board,11516,10472,10230,9882,9594
170639,Lake Superior State University,       On-campus other expenses,2050,1850,1850,1600,1600
170639,Lake Superior State University,       Books and supplies,900,1200,1200,1100,1100
170657,Lansing Community College,On-campus out-of-state,11360,11090,10770,10630,10450
170657,Lansing Community College,       Out-of-state  tuition and fees,10760,10490,10170,9830,9650
170657,Lansing Community College,       On-campus room and board,0,0,0,0,0
170657,Lansing Community College,       On-campus other expenses,0,0,0,0,0
170657,Lansing Community College,       Books and supplies,600,600,600,800,800
170675,Lawrence Technological University,On-campus out-of-state,55003,53676,51846,49428,47482
170675,Lawrence Technological University,       Out-of-state  tuition and fees,37680,36630,35280,33570,32190
170675,Lawrence Technological University,       On-campus room and board,11055,10900,10540,9950,9500
170675,Lawrence Technological University,       On-campus other expenses,4670,4579,4490,4402,4316
170675,Lawrence Technological University,       Books and supplies,1598,1567,1536,1506,1476
170790,Macomb Community College,On-campus out-of-state,9508,9309,9499,9289,9241
170790,Macomb Community College,       Out-of-state  tuition and fees,7680,7535,7777,7649,7649
170790,Macomb Community College,       On-campus room and board,0,0,0,0,0
170790,Macomb Community College,       On-campus other expenses,0,0,0,0,0
170790,Macomb Community College,       Books and supplies,1828,1774,1722,1640,1592
170806,Madonna University,On-campus out-of-state,40870,39460,38600,35670,34186
170806,Madonna University,       Out-of-state  tuition and fees,24900,24000,23100,21900,20700
170806,Madonna University,       On-campus room and board,11890,11450,11450,9950,9750
170806,Madonna University,       On-campus other expenses,2672,2626,2690,2500,2440
170806,Madonna University,       Books and supplies,1408,1384,1360,1320,1296
170967,Rochester University,On-campus out-of-state,37346,36326,35288,33292,32028
170967,Rochester University,       Out-of-state  tuition and fees,25462,24720,23996,23282,22312
170967,Rochester University,       On-campus room and board,9106,8840,8580,7376,7160
170967,Rochester University,       On-campus other expenses,906,900,882,858,834
170967,Rochester University,       Books and supplies,1872,1866,1830,1776,1722
170976,University of Michigan-Ann Arbor,On-campus out-of-state,69326,67802,66698,64386,62176
170976,University of Michigan-Ann Arbor,       Out-of-state  tuition and fees,53232,52266,51200,49350,47476
170976,University of Michigan-Ann Arbor,       On-campus room and board,12592,12034,11996,11534,11198
170976,University of Michigan-Ann Arbor,       On-campus other expenses,2454,2454,2454,2454,2454
170976,University of Michigan-Ann Arbor,       Books and supplies,1048,1048,1048,1048,1048
171100,Michigan State University,On-campus out-of-state,55546,54536,54436,54168,53424
171100,Michigan State University,       Out-of-state  tuition and fees,40562,39766,39766,39766,39406
171100,Michigan State University,       On-campus room and board,10676,10522,10522,10322,10026
171100,Michigan State University,       On-campus other expenses,3140,3094,3040,2972,2908
171100,Michigan State University,       Books and supplies,1168,1154,1108,1108,1084
171128,Michigan Technological University,On-campus out-of-state,53356,51651,49778,48049,46344
171128,Michigan Technological University,       Out-of-state  tuition and fees,38112,36738,35196,33726,32318
171128,Michigan Technological University,       On-campus room and board,11655,11314,11004,10756,10477
171128,Michigan Technological University,       On-campus other expenses,2389,2399,2378,2367,2349
171128,Michigan Technological University,       Books and supplies,1200,1200,1200,1200,1200
171137,University of Michigan-Dearborn,On-campus out-of-state,29348,28820,27720,26458,26006
171137,University of Michigan-Dearborn,       Out-of-state  tuition and fees,28048,27520,26420,25158,24706
171137,University of Michigan-Dearborn,       On-campus room and board,0,0,0,0,0
171137,University of Michigan-Dearborn,       On-campus other expenses,0,0,0,0,0
171137,University of Michigan-Dearborn,       Books and supplies,1300,1300,1300,1300,1300
171146,University of Michigan-Flint,On-campus out-of-state,39658,38240,35610,34148,34888
171146,University of Michigan-Flint,       Out-of-state  tuition and fees,24974,24546,23502,22436,21552
171146,University of Michigan-Flint,       On-campus room and board,11594,10650,9092,8710,8386
171146,University of Michigan-Flint,       On-campus other expenses,2090,2044,2016,2002,3950
171146,University of Michigan-Flint,       Books and supplies,1000,1000,1000,1000,1000
171155,Mid Michigan College,On-campus out-of-state,8836,8554,8362,8228,7996
171155,Mid Michigan College,       Out-of-state  tuition and fees,7626,7364,7192,7080,6847
171155,Mid Michigan College,       On-campus room and board,0,0,0,0,0
171155,Mid Michigan College,       On-campus other expenses,0,0,0,0,0
171155,Mid Michigan College,       Books and supplies,1210,1190,1170,1148,1149
171225,Monroe County Community College,On-campus out-of-state,9248,9113,8276,8111,8297
171225,Monroe County Community College,       Out-of-state  tuition and fees,7760,7625,7340,7175,7025
171225,Monroe County Community College,       On-campus room and board,0,0,0,0,0
171225,Monroe County Community College,       On-campus other expenses,0,0,0,0,0
171225,Monroe County Community College,       Books and supplies,1488,1488,936,936,1272
171234,Montcalm Community College,On-campus out-of-state,13230,12990,12690,12480,12480
171234,Montcalm Community College,       Out-of-state  tuition and fees,12030,11790,11490,11280,11280
171234,Montcalm Community College,       On-campus room and board,0,0,0,0,0
171234,Montcalm Community College,       On-campus other expenses,0,0,0,0,0
171234,Montcalm Community College,       Books and supplies,1200,1200,1200,1200,1200
171304,Muskegon Community College,On-campus out-of-state,15490,15490,15010,14530,13410
171304,Muskegon Community College,       Out-of-state  tuition and fees,14390,14390,13910,13430,12310
171304,Muskegon Community College,       On-campus room and board,0,0,0,0,0
171304,Muskegon Community College,       On-campus other expenses,0,0,0,0,0
171304,Muskegon Community College,       Books and supplies,1100,1100,1100,1100,1100
171395,North Central Michigan College,On-campus out-of-state,18114,18114,17069,16661,16702
171395,North Central Michigan College,       Out-of-state  tuition and fees,8736,8736,8057,7721,7882
171395,North Central Michigan College,       On-campus room and board,6600,6600,6300,6300,6300
171395,North Central Michigan College,       On-campus other expenses,1355,1355,1322,1290,1210
171395,North Central Michigan College,       Books and supplies,1423,1423,1390,1350,1310
171456,Northern Michigan University,On-campus out-of-state,32762,31056,30301,29683,28784
171456,Northern Michigan University,       Out-of-state  tuition and fees,18414,17176,16751,16225,15736
171456,Northern Michigan University,       On-campus room and board,11572,11072,10774,10666,10328
171456,Northern Michigan University,       On-campus other expenses,2026,2048,2016,1992,1920
171456,Northern Michigan University,       Books and supplies,750,760,760,800,800
171483,Northwestern Michigan College,On-campus out-of-state,21051,20826,21246,24340,24154
171483,Northwestern Michigan College,       Out-of-state  tuition and fees,10816,10491,11031,9611,9425
171483,Northwestern Michigan College,       On-campus room and board,8275,8275,8275,9475,9475
171483,Northwestern Michigan College,       On-campus other expenses,1420,1520,1400,3754,3754
171483,Northwestern Michigan College,       Books and supplies,540,540,540,1500,1500
171492,Northwood University,On-campus out-of-state,46082,44830,43030,41670,40376
171492,Northwood University,       Out-of-state  tuition and fees,30520,29480,28080,27060,26080
171492,Northwood University,       On-campus room and board,11440,11110,10790,10480,10170
171492,Northwood University,       On-campus other expenses,2882,3000,2920,2910,2896
171492,Northwood University,       Books and supplies,1240,1240,1240,1220,1230
171535,Oakland Community College,On-campus out-of-state,6840,6312,6042,5922,6780
171535,Oakland Community College,       Out-of-state  tuition and fees,5200,4712,4592,4472,5330
171535,Oakland Community College,       On-campus room and board,0,0,0,0,0
171535,Oakland Community College,       On-campus other expenses,0,0,0,0,0
171535,Oakland Community College,       Books and supplies,1640,1600,1450,1450,1450
171571,Oakland University,On-campus out-of-state,39334,39162,38734,37148,36581
171571,Oakland University,       Out-of-state  tuition and fees,24708,24708,24710,24230,23873
171571,Oakland University,       On-campus room and board,11192,11022,10806,10100,9910
171571,Oakland University,       On-campus other expenses,2634,2634,2434,2034,2034
171571,Oakland University,       Books and supplies,800,798,784,784,764
171599,Olivet College,On-campus out-of-state,45908,44592,42758,41256,39971
171599,Olivet College,       Out-of-state  tuition and fees,31104,30126,28692,27700,26695
171599,Olivet College,       On-campus room and board,10838,10500,10100,9590,9310
171599,Olivet College,       On-campus other expenses,2766,2766,2766,2766,2766
171599,Olivet College,       Books and supplies,1200,1200,1200,1200,1200
171881,Kuyper College,On-campus out-of-state,35655,34666,33168,31898,30924
171881,Kuyper College,       Out-of-state  tuition and fees,24630,23970,22886,21989,21090
171881,Kuyper College,       On-campus room and board,8080,7930,7570,7285,7254
171881,Kuyper College,       On-campus other expenses,2045,1966,1912,1824,1780
171881,Kuyper College,       Books and supplies,900,800,800,800,800
172033,Sacred Heart Major Seminary,On-campus out-of-state,37999,37824,36882,36475,35054
172033,Sacred Heart Major Seminary,       Out-of-state  tuition and fees,21272,21107,20495,19900,19325
172033,Sacred Heart Major Seminary,       On-campus room and board,11325,11325,10995,10675,10364
172033,Sacred Heart Major Seminary,       On-campus other expenses,3808,3808,3808,4286,3785
172033,Sacred Heart Major Seminary,       Books and supplies,1594,1584,1584,1614,1580
172051,Saginaw Valley State University,On-campus out-of-state,39550,38535,38060,36161,35093
172051,Saginaw Valley State University,       Out-of-state  tuition and fees,26144,25401,25401,24215,23063
172051,Saginaw Valley State University,       On-campus room and board,11106,10850,10411,9749,9465
172051,Saginaw Valley State University,       On-campus other expenses,1200,1208,1189,1162,1137
172051,Saginaw Valley State University,       Books and supplies,1100,1076,1059,1035,1428
172200,Schoolcraft College,On-campus out-of-state,9141,9067,9000,8712,8322
172200,Schoolcraft College,       Out-of-state  tuition and fees,7574,7522,7490,7230,6866
172200,Schoolcraft College,       On-campus room and board,0,0,0,0,0
172200,Schoolcraft College,       On-campus other expenses,0,0,0,0,0
172200,Schoolcraft College,       Books and supplies,1567,1545,1510,1482,1456
172264,Siena Heights University,On-campus out-of-state,43021,41736,40806,40378,38902
172264,Siena Heights University,       Out-of-state  tuition and fees,28502,27642,27152,27124,25932
172264,Siena Heights University,       On-campus room and board,11720,11430,10990,10620,10390
172264,Siena Heights University,       On-campus other expenses,1787,1664,1664,1634,1580
172264,Siena Heights University,       Books and supplies,1012,1000,1000,1000,1000
172291,St Clair County Community College,On-campus out-of-state,27179,25929,24652,23072,12087
172291,St Clair County Community College,       Out-of-state  tuition and fees,12490,12385,12340,11557,10931
172291,St Clair County Community College,       On-campus room and board,12010,10902,9730,8980,0
172291,St Clair County Community College,       On-campus other expenses,1431,1411,1379,1354,0
172291,St Clair County Community College,       Books and supplies,1248,1231,1203,1181,1156
172307,Southwestern Michigan College,On-campus out-of-state,20209,20141,19979,20286,19986
172307,Southwestern Michigan College,       Out-of-state  tuition and fees,7229,7161,6999,6675,6525
172307,Southwestern Michigan College,       On-campus room and board,9450,9450,9450,10100,9950
172307,Southwestern Michigan College,       On-campus other expenses,1808,1808,1808,1789,1789
172307,Southwestern Michigan College,       Books and supplies,1722,1722,1722,1722,1722
172334,Spring Arbor University,On-campus out-of-state,44116,43508,42470,41400,39970
172334,Spring Arbor University,       Out-of-state  tuition and fees,31080,30472,29630,28810,27750
172334,Spring Arbor University,       On-campus room and board,10456,10456,10260,10010,9640
172334,Spring Arbor University,       On-campus other expenses,1780,1780,1780,1780,1780
172334,Spring Arbor University,       Books and supplies,800,800,800,800,800
172422,Michigan Career and Technical Institute,On-campus out-of-state,19152,18628,18288,17952,17674
172422,Michigan Career and Technical Institute,       Out-of-state  tuition and fees,11356,11024,10808,10596,10388
172422,Michigan Career and Technical Institute,       On-campus room and board,6596,6404,6280,6156,6036
172422,Michigan Career and Technical Institute,       On-campus other expenses,1200,1200,1200,1200,1250
172422,Michigan Career and Technical Institute,       Books and supplies,0,0,0,0,0
172440,Finlandia University,On-campus out-of-state,38492,37676,36726,36088,36088
172440,Finlandia University,       Out-of-state  tuition and fees,24576,23990,23308,22758,22758
172440,Finlandia University,       On-campus room and board,9386,9156,8888,8800,8800
172440,Finlandia University,       On-campus other expenses,3030,3030,3030,3030,3030
172440,Finlandia University,       Books and supplies,1500,1500,1500,1500,1500
172617,Washtenaw Community College,On-campus out-of-state,6982,6746,6700,6528,6304
172617,Washtenaw Community College,       Out-of-state  tuition and fees,5856,5688,5688,5520,5304
172617,Washtenaw Community College,       On-campus room and board,0,0,0,0,0
172617,Washtenaw Community College,       On-campus other expenses,0,0,0,0,0
172617,Washtenaw Community College,       Books and supplies,1126,1058,1012,1008,1000
172635,Wayne County Community College District,On-campus out-of-state,5698,5458,5458,5302,5562
172635,Wayne County Community College District,       Out-of-state  tuition and fees,3998,3998,3998,3842,3842
172635,Wayne County Community College District,       On-campus room and board,0,0,0,0,0
172635,Wayne County Community College District,       On-campus other expenses,0,0,0,0,0
172635,Wayne County Community College District,       Books and supplies,1700,1460,1460,1460,1720
172644,Wayne State University,On-campus out-of-state,46465,44895,42856,42051,41013
172644,Wayne State University,       Out-of-state  tuition and fees,30013,28887,28887,27991,27453
172644,Wayne State University,       On-campus room and board,11070,10694,10382,10550,10102
172644,Wayne State University,       On-campus other expenses,4114,4068,2341,2298,2262
172644,Wayne State University,       Books and supplies,1268,1246,1246,1212,1196
172671,West Shore Community College,On-campus out-of-state,7400,7160,7160,6810,6626
172671,West Shore Community College,       Out-of-state  tuition and fees,6400,6160,6160,5810,5626
172671,West Shore Community College,       On-campus room and board,0,0,0,0,0
172671,West Shore Community College,       On-campus other expenses,0,0,0,0,0
172671,West Shore Community College,       Books and supplies,1000,1000,1000,1000,1000
172699,Western Michigan University,On-campus out-of-state,31281,30095,30095,28899,27895
172699,Western Michigan University,       Out-of-state  tuition and fees,16768,16041,16041,15373,14699
172699,Western Michigan University,       On-campus room and board,10884,10567,10567,10143,9848
172699,Western Michigan University,       On-campus other expenses,2523,2500,2500,2415,2390
172699,Western Michigan University,       Books and supplies,1106,987,987,968,958
172866,Academy College,On-campus out-of-state,20329,20393,19720,19113,19113
172866,Academy College,       Out-of-state  tuition and fees,18644,18699,18451,17661,17661
172866,Academy College,       On-campus room and board,0,0,0,0,0
172866,Academy College,       On-campus other expenses,0,0,0,0,0
172866,Academy College,       Books and supplies,1685,1694,1269,1452,1452
172918,Alexandria Technical & Community College,On-campus out-of-state,7110,6849,6765,6616,6610
172918,Alexandria Technical & Community College,       Out-of-state  tuition and fees,5910,5649,5565,5416,5410
172918,Alexandria Technical & Community College,       On-campus room and board,0,0,0,0,0
172918,Alexandria Technical & Community College,       On-campus other expenses,0,0,0,0,0
172918,Alexandria Technical & Community College,       Books and supplies,1200,1200,1200,1200,1200
172954,Anoka Technical College,On-campus out-of-state,7275,7012,6934,6784,6784
172954,Anoka Technical College,       Out-of-state  tuition and fees,6075,5812,5734,5584,5584
172954,Anoka Technical College,       On-campus room and board,0,0,0,0,0
172954,Anoka Technical College,       On-campus other expenses,0,0,0,0,0
172954,Anoka Technical College,       Books and supplies,1200,1200,1200,1200,1200
172963,Anoka-Ramsey Community College,On-campus out-of-state,6715,6486,6407,6273,6259
